# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	18540
#@/user_id	6b7ea6f5-52f9-45c1-9d3f-d367721ba4bb
a 	啊	c=105 d=0.0106531 t=18540
wo mei tian 	我每天	c=1 d=1.18878e-05 t=18540
wo men 	我們	c=54 d=0.649028 t=18540
wo qu 	我去	c=2 d=4.93336e-12 t=18540
wo shou 	握手	c=10 d=4.46794e-13 t=18540
wo shou bao 	握手包	c=3 d=0.000567086 t=18540
wo xi guan 	我習慣	c=1 d=2.05933e-28 t=18540
wo xi huan 	我喜歡	c=3 d=1.16023e-12 t=18540
wo xia 	我下	c=0 d=7.15437e-33 t=18540
wo xian zai 	我現在	c=2 d=6.81958e-27 t=18540
wo xiang 	我想	c=4 d=2.81071e-11 t=18540
wo xiang xin 	我相信	c=1 d=0.000200439 t=18540
wo xu yao 	我需要	c=1 d=1.06473e-32 t=18540
wo ye 	我也	c=1 d=3.01317e-13 t=18540
wo ye shi 	我也是	c=1 d=1.8961e-27 t=18540
wo ye xi huan 	我也喜歡	c=1 d=6.44694e-13 t=18540
wo ying gai 	我應該	c=1 d=1.14805e-36 t=18540
wo yong 	我用	c=1 d=1.11355e-30 t=18540
wo you 	我有	c=1 d=1.16282e-10 t=18540
wo zai 	我在	c=1 d=1.02052e-33 t=18540
wu 	五	c=1 d=9.61085e-34 t=18540
wu 	塢	c=1 d=4.55315e-39 t=18540
wu 	無	c=9 d=0.525318 t=18540
wu 	舞	c=5 d=1.33948e-06 t=18540
wu bi 	務必	c=2 d=4.19594e-19 t=18540
wu can 	午餐	c=2 d=1.66459e-40 t=18540
wu fa 	無法	c=14 d=2.16609e-05 t=18540
wu ge 	五個	c=1 d=2.44268e-07 t=18540
wu ge 	五格	c=1 d=9.47291e-11 t=18540
wu ji 	無機	c=1 d=2.84582e-10 t=18540
wu ke lan 	烏克蘭	c=34 d=9.12357e-10 t=18540
wu la er 	烏拉爾	c=2 d=2.2156e-27 t=18540
wu li 	無力	c=1 d=3.39711e-05 t=18540
wu li 	物理	c=3 d=6.8759e-30 t=18540
wu li xue jia 	物理學家	c=1 d=7.32028e-37 t=18540
wu liao 	無聊	c=4 d=2.15205e-05 t=18540
wu liao de 	無聊得	c=1 d=7.45039e-09 t=18540
wu nian 	五年	c=1 d=2.28336e-37 t=18540
wu pin 	物品	c=7 d=8.96597e-11 t=18540
wu shi 	五十	c=1 d=3.17284e-25 t=18540
wu tuo bang 	烏托邦	c=1 d=2.54315e-40 t=18540
wu wan 	五萬	c=1 d=4.65557e-36 t=18540
wu wan yuan 	五萬元	c=1 d=1.13937e-35 t=18540
wu xian 	無線	c=12 d=0.0039402 t=18540
wu xian dian 	無線電	c=5 d=1.53857e-10 t=18540
wu xian wang 	無線網	c=1 d=1.46303e-06 t=18540
wu xian wang lu 	無線網路	c=1 d=2.12061e-20 t=18540
wu xian zhi 	無限制	c=3 d=0.524663 t=18540
wu xu 	無需	c=2 d=2.54323e-11 t=18540
wu yue hua 	五月花	c=1 d=3.55517e-40 t=18540
xi 	係	c=1 d=0.38868 t=18540
xi 	希	c=1 d=3.70858e-37 t=18540
xi 	西	c=1 d=2.76975e-38 t=18540
xi ban ya 	西班牙	c=1 d=0.00158844 t=18540
xi ban ya yu 	西班牙語	c=3 d=3.51635e-28 t=18540
xi ge 	洗個	c=0 d=7.83212e-39 t=18540
xi ge zao 	洗個澡	c=1 d=7.87138e-38 t=18540
xi guan 	習慣	c=7 d=7.99604e-17 t=18540
xi hong shi 	西紅柿	c=1 d=3.6089e-40 t=18540
xi huan 	喜歡	c=15 d=0.767206 t=18540
xi la 	希臘	c=3 d=3.00621e-08 t=18540
xi lie 	系列	c=1 d=1.2601e-14 t=18540
xi ni 	悉尼	c=1 d=4.06418e-26 t=18540
xi nian 	昔年	c=4 d=0.730281 t=18540
xi re 	吸熱	c=1 d=9.69259e-16 t=18540
xi shou 	吸收	c=2 d=1.86309e-15 t=18540
xi shu 	洗漱	c=1 d=9.8307e-06 t=18540
xi tong 	系統	c=23 d=0.351042 t=18540
xi wang 	希望	c=4 d=3.32352e-21 t=18540
xi xi 	洗洗	c=1 d=6.4303e-12 t=18540
xi xi xi 	嘻嘻嘻	c=2 d=1.41902e-29 t=18540
xia 	下	c=34 d=0.885996 t=18540
xia 	夏	c=31 d=1.14218e-05 t=18540
xia ci 	下次	c=2 d=6.11565e-10 t=18540
xia da yu 	夏大於	c=1 d=7.48239e-30 t=18540
xia die 	下跌	c=4 d=1.81958e-13 t=18540
xia fang 	下方	c=2 d=2.27282e-12 t=18540
xia ji 	下級	c=1 d=2.95683e-19 t=18540
xia jiang 	下降	c=1 d=5.81324e-31 t=18540
xia jie jie 	夏姐姐	c=4 d=4.8805e-28 t=18540
xia lai 	下來	c=1 d=6.69045e-08 t=18540
xia mian 	下面	c=1 d=5.78936e-12 t=18540
xia si 	嚇死	c=1 d=3.03323e-25 t=18540
xia tian 	夏天	c=2 d=8.17063e-39 t=18540
xia tu 	下圖	c=1 d=1.76851e-31 t=18540
xia xian 	下線	c=1 d=2.11808e-06 t=18540
xia xiang 	瞎想	c=1 d=1.09757e-07 t=18540
xia xue 	下雪	c=1 d=5.29738e-26 t=18540
xia yi hang 	下一行	c=1 d=4.28667e-06 t=18540
xia yu 	下雨	c=2 d=2.42249e-27 t=18540
xia zai 	下載	c=34 d=0.00561051 t=18540
xian 	先	c=7 d=0.0105854 t=18540
xian 	現	c=1 d=1.71624e-31 t=18540
xian 	線	c=2 d=0.000500471 t=18540
xian 	閒	c=1 d=5.87216e-33 t=18540
xian chang 	現場	c=1 d=4.65715e-40 t=18540
xian cheng 	現成	c=1 d=1.66756e-16 t=18540
xian cheng 	線程	c=4 d=0.000793339 t=18540
xian jin 	先進	c=1 d=1.7089e-10 t=18540
xian jin 	現金	c=2 d=5.79056e-22 t=18540
xian ka 	顯卡	c=1 d=3.69837e-34 t=18540
xian qu 	先去	c=1 d=7.56274e-38 t=18540
xian shang 	線上	c=8 d=1.13043e-17 t=18540
xian sheng 	先生	c=3 d=4.31256e-18 t=18540
xian shi 	現實	c=1 d=2.09587e-29 t=18540
xian shi 	現時	c=1 d=7.87968e-21 t=18540
xian shi 	限時	c=2 d=0.130029 t=18540
xian shi 	顯示	c=12 d=1.85899 t=18540
xian shi chu 	顯示出	c=1 d=1.03721e-18 t=18540
xian xia 	線下	c=2 d=2.68794e-15 t=18540
xian xiang 	現象	c=2 d=0.00548905 t=18540
xian zai 	現在	c=52 d=0.00937259 t=18540
xian zhi 	先知	c=2 d=1.4563e-29 t=18540
xian zhi 	閒置	c=1 d=8.64994e-30 t=18540
xian zhi 	限制	c=11 d=6.97726e-09 t=18540
xiang 	像	c=1 d=3.23298e-40 t=18540
xiang 	向	c=9 d=0.305746 t=18540
xiang 	想	c=19 d=0.0116952 t=18540
xiang 	香	c=2 d=0.831104 t=18540
xiang ban fa 	想辦法	c=2 d=4.0321e-21 t=18540
xiang cun 	鄉村	c=0 d=4.52967e-38 t=18540
xiang cun li 	鄉村裏	c=1 d=4.55237e-37 t=18540
xiang dang 	相當	c=0 d=8.255e-40 t=18540
xiang dang duo 	相當多	c=1 d=8.29637e-39 t=18540
xiang fa 	想法	c=1 d=0.021068 t=18540
xiang fan 	相反	c=1 d=3.26391e-05 t=18540
xiang gan 	相干	c=1 d=2.65334e-39 t=18540
xiang gang 	香港	c=9 d=7.63145e-07 t=18540
xiang guan 	相關	c=17 d=0.0472772 t=18540
xiang hu 	相互	c=1 d=4.46465e-14 t=18540
xiang kan 	想看	c=1 d=4.84227e-28 t=18540
xiang kan kan 	想看看	c=1 d=4.19295e-40 t=18540
xiang mu 	項目	c=22 d=5.64692e-08 t=18540
xiang ni 	向你	c=1 d=3.84276e-14 t=18540
xiang qing 	詳情	c=2 d=3.22528e-12 t=18540
xiang qu 	想去	c=0 d=1.42638e-32 t=18540
xiang ri kui 	向日葵	c=2 d=1.17354e-17 t=18540
xiang sha 	像啥	c=1 d=1.70032e-39 t=18540
xiang shou 	享受	c=3 d=0.462687 t=18540
xiang tong 	相同	c=1 d=9.04654e-28 t=18540
xiang xi 	詳細	c=1 d=0.00108086 t=18540
xiang xiang 	想想	c=2 d=5.2123e-12 t=18540
xiang xin 	相信	c=5 d=1.99443e-05 t=18540
xiang xin wo 	相信我	c=1 d=1.71654e-33 t=18540
xiang yao 	想要	c=3 d=1.77466e-13 t=18540
xiang ying 	相應	c=1 d=1.57232e-30 t=18540
xiang ying 	響應	c=6 d=1.57352e-05 t=18540
xiang ying bao 	響應包	c=2 d=5.97632e-23 t=18540
xiang zuo 	想做	c=1 d=1.79158e-07 t=18540
xiao 	小	c=6 d=1.04327e-06 t=18540
xiao 	笑	c=2 d=7.9869e-26 t=18540
xiao 	肖	c=4 d=1.61478e-19 t=18540
xiao 	蕭	c=1 d=2.56871e-40 t=18540
xiao bai 	小白	c=2 d=4.29397e-26 t=18540
xiao bu fen 	小部分	c=0 d=2.10709e-34 t=18540
xiao bu fen ren 	小部分人	c=1 d=2.11765e-33 t=18540
xiao fei 	消費	c=1 d=0.0014018 t=18540
xiao guo 	效果	c=4 d=2.72625e-05 t=18540
xiao hao 	小號	c=1 d=1.11491e-15 t=18540
xiao hao 	消耗	c=1 d=1.97623e-14 t=18540
xiao hui 	銷毀	c=2 d=9.58777e-35 t=18540
xiao lv 	效率	c=2 d=2.54153e-24 t=18540
xiao mi 	小米	c=1 d=6.53081e-18 t=18540
xiao ri zi 	小日子	c=1 d=5.2873e-33 t=18540
xiao shi 	小時	c=7 d=0.000685748 t=18540
xiao shi hou 	小時候	c=2 d=6.97416e-26 t=18540
xiao shi nei 	小時內	c=1 d=3.94138e-18 t=18540
xiao shuo 	小說	c=2 d=6.0684e-07 t=18540
xiao xi 	消息	c=4 d=4.84234e-05 t=18540
xiao xi ti 	消息體	c=1 d=3.07855e-23 t=18540
xiao xie 	小寫	c=1 d=0.00118265 t=18540
xie 	些	c=1 d=2.72616e-34 t=18540
xie 	寫	c=40 d=0.0037236 t=18540
xie cheng 	寫成	c=1 d=2.86398e-26 t=18540
xie chu 	寫出	c=1 d=8.38859e-22 t=18540
xie dai 	攜帶	c=2 d=1.92744e-14 t=18540
xie dai ma 	寫代碼	c=2 d=6.29272e-08 t=18540
xie de 	寫的	c=3 d=3.2315e-05 t=18540
xie fa 	寫法	c=3 d=0.0238887 t=18540
xie ge 	寫個	c=1 d=5.00792e-12 t=18540
xie guo 	寫過	c=1 d=3.94541e-30 t=18540
xie lou 	泄漏	c=6 d=1.16845e-08 t=18540
xie ru 	寫入	c=1 d=1.13705e-11 t=18540
xie shu 	寫書	c=4 d=0.00828572 t=18540
xie wan 	寫完	c=2 d=0.000273405 t=18540
xie xie 	寫寫	c=2 d=2.83179e-16 t=18540
xie xie 	謝謝	c=17 d=2.4916e-05 t=18540
xie xie ni 	謝謝你	c=1 d=1.93177e-11 t=18540
xie xin 	寫信	c=2 d=8.3136e-34 t=18540
xie yi 	協議	c=5 d=1.26192e-13 t=18540
xie zai 	卸載	c=2 d=4.55872e-24 t=18540
xie zhe 	寫着	c=3 d=3.12029e-05 t=18540
xie zi 	寫字	c=2 d=1.97213e-10 t=18540
xie zi 	鞋子	c=1 d=1.29464e-38 t=18540
xin 	信	c=3 d=0.336233 t=18540
xin 	新	c=14 d=0.0249532 t=18540
xin dao 	信道	c=4 d=0.000455097 t=18540
xin de 	新的	c=3 d=0.0057417 t=18540
xin dian ying 	新電影	c=1 d=1.74788e-40 t=18540
xin fu 	信服	c=1 d=0.351692 t=18540
xin fu 	心腹	c=1 d=1.0306e-31 t=18540
xin hao 	信號	c=2 d=0.00044533 t=18540
xin jia po 	新加坡	c=3 d=0.0031289 t=18540
xin jian 	新建	c=1 d=2.42794e-24 t=18540
xin ku 	辛苦	c=1 d=7.53423e-23 t=18540
xin ning 	新寧	c=1 d=1.14571e-12 t=18540
xin ning xian 	新寧縣	c=1 d=2.44892e-37 t=18540
xin peng you 	新朋友	c=1 d=3.04419e-38 t=18540
xin pian 	芯片	c=2 d=1.74342e-10 t=18540
xin wen 	新聞	c=8 d=1.17389e-10 t=18540
xin xi 	信息	c=72 d=1.2856 t=18540
xin xi lan 	新西蘭	c=1 d=0.00279479 t=18540
xin xian shi 	新鮮事	c=3 d=8.89519e-06 t=18540
xin yong ka 	信用卡	c=1 d=3.17889e-18 t=18540
xin zi 	薪資	c=1 d=1.32606e-26 t=18540
xing 	型	c=4 d=1.71831e-06 t=18540
xing 	性	c=4 d=5.22935e-21 t=18540
xing 	行	c=5 d=2.8662e-05 t=18540
xing bie 	性別	c=1 d=2.02447e-33 t=18540
xing cheng 	形成	c=1 d=2.85853e-33 t=18540
xing li 	行李	c=3 d=3.88758e-38 t=18540
xing li xiang 	行李箱	c=2 d=2.65496e-38 t=18540
xing ming 	姓名	c=4 d=0.244143 t=18540
xing qi 	星期	c=0 d=1.11162e-40 t=18540
xing qu 	興趣	c=1 d=1.30069e-34 t=18540
xing rong ci 	形容詞	c=4 d=1.15463e-15 t=18540
xing shi 	刑事	c=1 d=2.48036e-40 t=18540
xing shi 	形式	c=4 d=0.0579256 t=18540
xing wei 	行爲	c=2 d=3.52545e-29 t=18540
xing wu 	醒悟	c=1 d=6.58726e-31 t=18540
xing xing 	星星	c=1 d=4.25573e-09 t=18540
xing ye 	行業	c=1 d=9.68898e-41 t=18540
xing yun 	幸運	c=2 d=1.00707e-24 t=18540
xing zhi 	性質	c=1 d=1.05142e-31 t=18540
xiong 	凶	c=1 d=1.42173e-22 t=18540
xiong 	熊	c=1 d=1.20195e-17 t=18540
xiong di 	兄弟	c=1 d=4.74557e-26 t=18540
xiong di men 	兄弟們	c=1 d=1.43998e-25 t=18540
xiong mao 	熊貓	c=1 d=1.4595e-07 t=18540
xiu fu 	修復	c=2 d=5.58562e-20 t=18540
xiu gai 	修改	c=23 d=4.08833e-05 t=18540
xiu gai wei 	修改爲	c=1 d=1.73892e-09 t=18540
xiu hao 	修好	c=1 d=9.09034e-26 t=18540
xiu xi 	休息	c=1 d=1.07007e-32 t=18540
xu 	需	c=3 d=0.00711891 t=18540
xu duo 	許多	c=6 d=1.52306e-08 t=18540
xu duo ren 	許多人	c=2 d=3.84256e-33 t=18540
xu hao 	序號	c=2 d=4.35026e-14 t=18540
xu jia 	虛假	c=1 d=3.474e-33 t=18540
xu jiu 	許久	c=2 d=2.80345e-10 t=18540
xu lie 	序列	c=3 d=0.214668 t=18540
xu lie hao 	序列號	c=1 d=4.86074e-14 t=18540
xu lie hua 	序列化	c=3 d=0.0736596 t=18540
xu ni 	虛擬	c=4 d=2.84636e-13 t=18540
xu ni ji 	虛擬機	c=6 d=1.04404e-07 t=18540
xu ni ka 	虛擬卡	c=1 d=2.86057e-12 t=18540
xu qiu 	需求	c=1 d=5.5175e-05 t=18540
xu yan 	序言	c=7 d=0.0243116 t=18540
xu yao 	需要	c=55 d=2.06328 t=18540
xu zhi 	須知	c=1 d=0.16696 t=18540
xuan 	選	c=2 d=4.70571e-15 t=18540
xuan an 	懸案	c=1 d=2.58159e-40 t=18540
xuan dan 	選單	c=1 d=4.76626e-17 t=18540
xuan dan zhong 	選單中	c=1 d=4.23739e-17 t=18540
xuan fu 	懸浮	c=0 d=2.8247e-41 t=18540
xuan fu qiu 	懸浮球	c=1 d=2.83886e-40 t=18540
xuan gu 	選股	c=1 d=1.92246e-13 t=18540
xuan qu 	選取	c=1 d=4.89442e-07 t=18540
xuan ran 	渲染	c=1 d=2.11549e-21 t=18540
xuan xiang 	選項	c=6 d=0.00035979 t=18540
xuan ze 	選擇	c=9 d=0.0029986 t=18540
xue 	學	c=32 d=0.448234 t=18540
xue dao 	學到	c=1 d=1.10781e-28 t=18540
xue fei 	學費	c=1 d=2.44052e-26 t=18540
xue guo 	學過	c=2 d=8.64259e-20 t=18540
xue hao 	學好	c=1 d=4.77099e-30 t=18540
xue hui 	學會	c=1 d=1.09678e-28 t=18540
xue jia 	學家	c=2 d=3.13775e-33 t=18540
xue sheng 	學生	c=3 d=1.37108e-26 t=18540
xue shi 	學士	c=1 d=4.55795e-22 t=18540
xue wei 	學位	c=1 d=4.58079e-22 t=18540
xue xi 	學習	c=49 d=0.402691 t=18540
xue xiao 	學校	c=4 d=8.81356e-27 t=18540
xue xiao li 	學校裏	c=1 d=1.83807e-40 t=18540
xue xue 	學學	c=6 d=0.00360656 t=18540
xue yuan 	學院	c=2 d=0.802519 t=18540
xun hao 	訊號	c=1 d=0.000446085 t=18540
xun lian 	訓練	c=2 d=5.42317e-08 t=18540
xun wen 	詢問	c=3 d=3.9096e-11 t=18540
xun zhao 	尋找	c=18 d=0.137503 t=18540
ya 	呀	c=9 d=0.402524 t=18540
ya dan 	鴨蛋	c=2 d=6.11263e-33 t=18540
ya dian 	雅典	c=1 d=3.32114e-33 t=18540
ya gao 	牙膏	c=1 d=9.49551e-39 t=18540
ya gen 	壓根	c=4 d=2.029e-28 t=18540
ya li 	壓力	c=1 d=2.20865e-28 t=18540
ya shua 	牙刷	c=1 d=9.44815e-39 t=18540
ya suo bao 	壓縮包	c=7 d=0.164867 t=18540
ya zhou 	亞洲	c=3 d=0.00148848 t=18540
ya zhou ren 	亞洲人	c=1 d=1.90593e-29 t=18540
yan 	燕	c=1 d=1.24841e-22 t=18540
yan 	眼	c=1 d=1.47287e-26 t=18540
yan chang 	延長	c=3 d=6.22164e-20 t=18540
yan chi 	延遲	c=1 d=4.73252e-23 t=18540
yan ge 	嚴格	c=1 d=0.183599 t=18540
yan jin 	嚴謹	c=1 d=2.21935e-26 t=18540
yan jiu 	研究	c=1 d=7.21767e-18 t=18540
yan lun 	言論	c=1 d=0.00189223 t=18540
yan re 	炎熱	c=2 d=1.81168e-33 t=18540
yan se 	顏色	c=1 d=3.47648e-12 t=18540
yan sheng 	衍生	c=1 d=1.66241e-09 t=18540
yan shi 	演示	c=2 d=4.42098e-16 t=18540
yan yun 	燕雲	c=1 d=1.60436e-32 t=18540
yan zheng 	驗證	c=25 d=0.857126 t=18540
yan zheng ma 	驗證碼	c=6 d=1.28388e-06 t=18540
yan zhong 	嚴重	c=4 d=0.00135358 t=18540
yan zou 	演奏	c=1 d=1.49538e-28 t=18540
yang 	揚	c=3 d=1.27247e-23 t=18540
yang 	樣	c=6 d=1.35108 t=18540
yang ben 	樣本	c=6 d=1.45222e-07 t=18540
yang xing 	陽性	c=3 d=9.011e-11 t=18540
yao 	要	c=27 d=0.00241997 t=18540
yao bu yao 	要不要	c=1 d=8.9167e-05 t=18540
yao ji 	藥劑	c=1 d=1.01753e-28 t=18540
yao me 	要麼	c=2 d=9.54179e-08 t=18540
yao ni 	要你	c=1 d=2.43547e-31 t=18540
yao pin 	藥品	c=1 d=2.90331e-10 t=18540
yao po jie 	要破解	c=1 d=2.09951e-20 t=18540
yao qiu 	要求	c=11 d=6.26735e-18 t=18540
yao qu 	要去	c=1 d=3.24808e-36 t=18540
yao shi 	要是	c=1 d=1.63537e-22 t=18540
yao shi 	鑰匙	c=1 d=4.17856e-29 t=18540
yao yong 	要用	c=1 d=4.20823e-24 t=18540
yao you 	要有	c=1 d=2.72523e-30 t=18540
ye 	也	c=38 d=0.612853 t=18540
ye bu cuo 	也不錯	c=1 d=0.0020601 t=18540
ye bu hui 	也不會	c=2 d=1.97314e-25 t=18540
ye bu shi 	也不是	c=2 d=6.63989e-07 t=18540
ye chu yu 	也處於	c=1 d=2.56303e-14 t=18540
ye hai 	也還	c=1 d=6.87033e-26 t=18540
ye hui 	也會	c=2 d=7.8837e-27 t=18540
ye jian 	夜間	c=1 d=7.47985e-26 t=18540
ye jiao 	也叫	c=0 d=3.55396e-37 t=18540
ye jiao zuo 	也叫做	c=1 d=3.57178e-36 t=18540
ye jiu 	也就	c=1 d=7.34321e-15 t=18540
ye jiu shi 	也就是	c=1 d=3.94742e-36 t=18540
ye ka 	也卡	c=1 d=4.34909e-29 t=18540
ye ka jie lin bao 	葉卡捷琳堡	c=1 d=2.2712e-33 t=18540
ye ke 	也可	c=2 d=1.06585e-15 t=18540
ye ke neng 	也可能	c=1 d=3.54479e-35 t=18540
ye ke yi 	也可以	c=9 d=0.000237881 t=18540
ye li qin 	葉利欽	c=1 d=8.1155e-15 t=18540
ye ma 	頁碼	c=1 d=0.036334 t=18540
ye mei you 	也沒有	c=1 d=1.33962e-28 t=18540
ye mian 	頁面	c=4 d=7.01258e-06 t=18540
ye shi 	也是	c=10 d=0.628135 t=18540
ye su 	耶穌	c=1 d=1.40614e-10 t=18540
ye suan 	也算	c=2 d=8.23787e-17 t=18540
ye xiang 	也向	c=1 d=4.38295e-32 t=18540
ye yao 	也要	c=1 d=3.72919e-14 t=18540
ye ye 	爺爺	c=4 d=1.6723e-10 t=18540
ye you 	也有	c=2 d=7.00435e-18 t=18540
ye you ren 	也有人	c=1 d=4.2858e-33 t=18540
yi 	一	c=15 d=0.0600773 t=18540
yi 	以	c=21 d=0.351915 t=18540
yi 	億	c=1 d=9.33157e-40 t=18540
yi 	姨	c=1 d=3.39353e-22 t=18540
yi 	異	c=1 d=3.47589e-10 t=18540
yi ba 	一把	c=1 d=4.81647e-24 t=18540
yi ban 	一般	c=2 d=2.50411e-34 t=18540
yi bei zi 	一輩子	c=1 d=7.42459e-27 t=18540
yi ben shu 	一本書	c=3 d=0.000181365 t=18540
yi bian 	一邊	c=1 d=3.87994e-39 t=18540
yi bu 	一步	c=1 d=3.1079e-17 t=18540
yi bu bu 	一步步	c=1 d=0.0136366 t=18540
yi bu fen 	一部分	c=2 d=2.47867e-32 t=18540
yi chang 	異常	c=1 d=2.37548e-21 t=18540
yi chu 	溢出	c=2 d=0.0860006 t=18540
yi chuan 	一串	c=1 d=2.58431e-23 t=18540
yi ci 	一次	c=4 d=5.56481e-06 t=18540
yi ci xing 	一次性	c=2 d=6.54792e-19 t=18540
yi di 	異地	c=1 d=3.24587e-28 t=18540
yi dian 	一點	c=6 d=0.000191681 t=18540
yi dian dian 	一點點	c=6 d=6.15907e-05 t=18540
yi die 	一碟	c=1 d=3.23749e-27 t=18540
yi ding 	一定	c=2 d=2.97681e-10 t=18540
yi ding yao 	一定要	c=1 d=1.57746e-39 t=18540
yi diu diu 	一丟丟	c=1 d=5.08361e-12 t=18540
yi dong 	移動	c=2 d=1.09622e-22 t=18540
yi duan 	一段	c=2 d=1.1465e-30 t=18540
yi duan 	一端	c=1 d=5.67569e-14 t=18540
yi duan hua 	一段話	c=1 d=3.61271e-23 t=18540
yi duan shi jian 	一段時間	c=1 d=2.99835e-36 t=18540
yi dui 	一堆	c=4 d=6.49343e-08 t=18540
yi dun 	一頓	c=2 d=1.61745e-10 t=18540
yi er 	一二	c=1 d=3.09345e-21 t=18540
yi fang 	一方	c=4 d=1.97757e-13 t=18540
yi fen 	一份	c=3 d=2.88865e-08 t=18540
yi feng 	一封	c=2 d=6.69273e-12 t=18540
yi ge 	一個	c=59 d=0.0150806 t=18540
yi ge 	一格	c=5 d=7.79573e-34 t=18540
yi ge dong 	一個洞	c=1 d=1.80332e-25 t=18540
yi ge ge 	一個個	c=3 d=5.9301e-24 t=18540
yi ge ren 	一個人	c=3 d=3.0819e-29 t=18540
yi ge xing qi 	一個星期	c=1 d=1.11719e-39 t=18540
yi ge yue 	一個月	c=3 d=1.97214e-19 t=18540
yi ge zi 	一個字	c=2 d=2.88422e-13 t=18540
yi gong 	一共	c=2 d=2.65297e-08 t=18540
yi han 	遺憾	c=1 d=1.84614e-07 t=18540
yi hang 	一行	c=1 d=4.26529e-07 t=18540
yi hao ma 	一號碼	c=1 d=1.17751e-40 t=18540
yi hou 	以後	c=6 d=8.96857e-13 t=18540
yi hui 	一會	c=1 d=1.53852e-39 t=18540
yi hui er 	一會兒	c=2 d=3.47872e-37 t=18540
yi ji 	以及	c=4 d=6.10727e-18 t=18540
yi jia 	一架	c=1 d=1.19718e-29 t=18540
yi jian 	意見	c=2 d=0.0203434 t=18540
yi jing 	已經	c=22 d=0.0403328 t=18540
yi jing 	易經	c=1 d=8.96568e-40 t=18540
yi jiu 	依舊	c=3 d=0.0239928 t=18540
yi kan 	一看	c=1 d=3.79858e-25 t=18540
yi lai 	依賴	c=2 d=1.16829e-06 t=18540
yi lai yu 	依賴於	c=1 d=8.05967e-22 t=18540
yi lang 	伊朗	c=2 d=6.31156e-28 t=18540
yi lang ren 	伊朗人	c=1 d=3.21248e-24 t=18540
yi li 	伊利	c=1 d=0.00137404 t=18540
yi liao 	醫療	c=3 d=6.14223e-29 t=18540
yi men 	一門	c=1 d=6.23793e-37 t=18540
yi min 	移民	c=9 d=0.00155699 t=18540
yi nian 	一年	c=2 d=6.1009e-11 t=18540
yi nian qian 	一年前	c=1 d=4.33418e-18 t=18540
yi pi 	一批	c=1 d=6.75884e-10 t=18540
yi pian 	一篇	c=3 d=3.91417e-10 t=18540
yi qi 	一起	c=7 d=1.5151e-12 t=18540
yi qian 	以前	c=8 d=1.89927e-07 t=18540
yi qie 	一切	c=4 d=0.67368 t=18540
yi qie shun li 	一切順利	c=1 d=7.77559e-41 t=18540
yi ran 	依然	c=2 d=3.81162e-32 t=18540
yi shang 	以上	c=12 d=0.120032 t=18540
yi shang 	衣裳	c=2 d=2.34455e-24 t=18540
yi sheng 	一生	c=1 d=7.90276e-26 t=18540
yi shu 	藝術	c=5 d=0.0335406 t=18540
yi si 	意思	c=8 d=1.27643e-17 t=18540
yi si lan 	伊斯蘭	c=1 d=7.52911e-15 t=18540
yi tao 	一套	c=1 d=2.45785e-21 t=18540
yi tian 	一天	c=2 d=8.28791e-27 t=18540
yi wan shang 	一晚上	c=1 d=2.20145e-19 t=18540
yi wei 	一位	c=1 d=0.00115345 t=18540
yi wen 	疑問	c=1 d=0.188247 t=18540
yi wu 	衣物	c=1 d=7.32152e-39 t=18540
yi xia 	一下	c=2 d=3.78555e-14 t=18540
yi xia 	以下	c=21 d=1.17847 t=18540
yi xie 	一些	c=11 d=8.35406e-06 t=18540
yi yang 	一樣	c=12 d=0.631309 t=18540
yi yang de 	一樣的	c=1 d=1.21279e-05 t=18540
yi yi 	一一	c=1 d=3.86939e-07 t=18540
yi yue 	一月	c=6 d=1.92997e-25 t=18540
yi zhang 	一張	c=1 d=2.72291e-20 t=18540
yi zhi 	一直	c=11 d=4.21389e-07 t=18540
yi zhi 	一隻	c=1 d=1.19824e-10 t=18540
yi zhi mao 	一隻貓	c=7 d=7.61578e-10 t=18540
yi zhong 	一種	c=3 d=6.04122e-13 t=18540
yi zhou 	一週	c=2 d=1.39937e-12 t=18540
yin 	音	c=3 d=4.47773e-19 t=18540
yin cang 	隱藏	c=10 d=7.5342e-06 t=18540
yin dao 	引導	c=1 d=2.62613e-06 t=18540
yin di an 	印第安	c=1 d=5.8263e-28 t=18540
yin hang 	銀行	c=9 d=2.26286e-12 t=18540
yin hang ka 	銀行卡	c=5 d=1.24113e-12 t=18540
yin hao 	引號	c=2 d=7.66007e-12 t=18540
yin qing 	引擎	c=4 d=2.42312e-17 t=18540
yin ru 	引入	c=1 d=5.18454e-08 t=18540
yin shen 	隱身	c=1 d=1.63849e-15 t=18540
yin si 	隱私	c=16 d=6.22349e-05 t=18540
yin wei 	因爲	c=9 d=9.6095e-12 t=18540
yin xing 	陰性	c=2 d=1.17795e-15 t=18540
yin xun 	音訊	c=1 d=2.0729e-17 t=18540
yin yong 	引用	c=1 d=1.64699e-17 t=18540
yin yue 	音樂	c=8 d=7.45292e-13 t=18540
ying 	硬	c=2 d=1.18386e-15 t=18540
ying 	英	c=2 d=2.39736e-12 t=18540
ying 	鷹	c=1 d=1.26096e-22 t=18540
ying bang 	英鎊	c=1 d=1.40806e-26 t=18540
